STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DD_ID,Local area code,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Age,AGE,Sex,TERRITORIAL_LEVEL,Territorial level,TERRITORIAL_TYPE,Territorial type,DD_DIM,Drilldown,TIME_PERIOD,Time period,OBS_VALUE,Observation value,FREQ,Frequency of observation,OBS_STATUS,Observation status,DECIMALS,Decimals,LOCAL_AREA_NAME,Local area name
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NO02,Innlandet,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,74,,A,Annual,A,Normal value,0,Zero,NO02,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DEA,North Rhine-Westphalia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,73,,A,Annual,A,Normal value,0,Zero,DEA,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DEE,Saxony-Anhalt,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,80,,A,Annual,A,Normal value,0,Zero,DEE,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US05,Arkansas,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,67,,A,Annual,A,Normal value,0,Zero,US05,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL11,Groningen,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,75,,A,Annual,A,Normal value,0,Zero,NL11,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NO02,Innlandet,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,75,,A,Annual,A,Normal value,0,Zero,NO02,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,LT02,Central and Western Lithuania Region,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,71,,A,Annual,A,Normal value,0,Zero,LT02,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL11,Groningen,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,77,,A,Annual,A,Normal value,0,Zero,NL11,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US05,Arkansas,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,65,,A,Annual,A,Normal value,0,Zero,US05,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,CZ04,Northwest,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,71,,A,Annual,A,Normal value,0,Zero,CZ04,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,ITG2,Sardinia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,53,,A,Annual,A,Normal value,0,Zero,ITG2,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,ITH5,Emilia-Romagna,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,68,,A,Annual,A,Normal value,0,Zero,ITH5,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,LT02,Central and Western Lithuania Region,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,70,,A,Annual,A,Normal value,0,Zero,LT02,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DE3,Berlin,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,71,,A,Annual,A,Normal value,0,Zero,DE3,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,PT15,Algarve,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,67,,A,Annual,A,Normal value,0,Zero,PT15,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US05,Arkansas,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,67,,A,Annual,A,Normal value,0,Zero,US05,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,UKK,South West England,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2023,,79,,A,Annual,A,Normal value,0,Zero,UKK,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL31,Utrecht (TL2021),EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,82,,A,Annual,A,Normal value,0,Zero,NL31,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NO02,Innlandet,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2023,,74,,A,Annual,A,Normal value,0,Zero,NO02,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,LT02,Central and Western Lithuania Region,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,70,,A,Annual,A,Normal value,0,Zero,LT02,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,ITI1,Tuscany,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,63,,A,Annual,A,Normal value,0,Zero,ITI1,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DE3,Berlin,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,69,,A,Annual,A,Normal value,0,Zero,DE3,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL41,North Brabant,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,83,,A,Annual,A,Normal value,0,Zero,NL41,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DEA,North Rhine-Westphalia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,72,,A,Annual,A,Normal value,0,Zero,DEA,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL34,Zeeland,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,82,,A,Annual,A,Normal value,0,Zero,NL34,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL31,Utrecht (TL2021),EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,81,,A,Annual,A,Normal value,0,Zero,NL31,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL41,North Brabant,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,84,,A,Annual,A,Normal value,0,Zero,NL41,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL34,Zeeland,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,82,,A,Annual,A,Normal value,0,Zero,NL34,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,LT02,Central and Western Lithuania Region,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,71,,A,Annual,A,Normal value,0,Zero,LT02,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DEA,North Rhine-Westphalia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,73,,A,Annual,A,Normal value,0,Zero,DEA,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL31,Utrecht (TL2021),EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,82,,A,Annual,A,Normal value,0,Zero,NL31,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US06,California,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,70,,A,Annual,A,Normal value,0,Zero,US06,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL34,Zeeland,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,82,,A,Annual,A,Normal value,0,Zero,NL34,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRD,Normandy,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,65,,A,Annual,A,Normal value,0,Zero,FRD,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,ITH5,Emilia-Romagna,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,66,,A,Annual,A,Normal value,0,Zero,ITH5,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,LT02,Central and Western Lithuania Region,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2023,,71,,A,Annual,A,Normal value,0,Zero,LT02,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US16,Idaho,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,72,,A,Annual,A,Normal value,0,Zero,US16,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,ITF1,Abruzzo,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,58,,A,Annual,A,Normal value,0,Zero,ITF1,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US51,Virginia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,72,,A,Annual,A,Normal value,0,Zero,US51,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US16,Idaho,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,71,,A,Annual,A,Normal value,0,Zero,US16,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US51,Virginia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,71,,A,Annual,A,Normal value,0,Zero,US51,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DE3,Berlin,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,70,,A,Annual,A,Normal value,0,Zero,DE3,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,UKL,Wales,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,73,,A,Annual,A,Normal value,0,Zero,UKL,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,ITF1,Abruzzo,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,57,,A,Annual,A,Normal value,0,Zero,ITF1,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US16,Idaho,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,73,,A,Annual,A,Normal value,0,Zero,US16,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DEA,North Rhine-Westphalia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,74,,A,Annual,A,Normal value,0,Zero,DEA,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DE3,Berlin,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,72,,A,Annual,A,Normal value,0,Zero,DE3,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,UKL,Wales,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,73,,A,Annual,A,Normal value,0,Zero,UKL,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US51,Virginia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,72,,A,Annual,A,Normal value,0,Zero,US51,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,ITC4,Lombardy,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,66,,A,Annual,A,Normal value,0,Zero,ITC4,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,UKL,Wales,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,72,,A,Annual,A,Normal value,0,Zero,UKL,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DE9,Lower Saxony,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,76,,A,Annual,A,Normal value,0,Zero,DE9,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRD,Normandy,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,67,,A,Annual,A,Normal value,0,Zero,FRD,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRB,Centre-Val de Loire,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,67,,A,Annual,A,Normal value,0,Zero,FRB,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US08,Colorado,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,76,,A,Annual,A,Normal value,0,Zero,US08,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRB,Centre-Val de Loire,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,69,,A,Annual,A,Normal value,0,Zero,FRB,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,SE23,West Sweden,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,78,,A,Annual,A,Normal value,0,Zero,SE23,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,UKL,Wales,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,74,,A,Annual,A,Normal value,0,Zero,UKL,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US06,California,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,68,,A,Annual,A,Normal value,0,Zero,US06,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL31,Utrecht (TL2021),EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,84,,A,Annual,A,Normal value,0,Zero,NL31,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,SE23,West Sweden,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,77,,A,Annual,A,Normal value,0,Zero,SE23,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US08,Colorado,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,74,,A,Annual,A,Normal value,0,Zero,US08,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,UKL,Wales,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2023,,73,,A,Annual,A,Normal value,0,Zero,UKL,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US08,Colorado,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,76,,A,Annual,A,Normal value,0,Zero,US08,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US06,California,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,70,,A,Annual,A,Normal value,0,Zero,US06,
